"","bird","site","list_n","release_cond","partner_list_n","Pair_ID","partner","treatment","date","time","add_train","dt1","HEI","split_any","distance_training_tracks_average","distance_training_tracks_closest","HEI_analysis","Distance_average_analysis","Distance_closest_analysis","treatment_addtrain"
"404","22-B94","LH",404,"solo",NA,"O1",",","TR",2024-07-05,"13:04:07",TRUE,2024-07-05 13:04:07,0.865204733389863,NA,1182.53830545007,484.019713993154,0.865204733389863,1182.53830545007,484.019713993154,"ATR"
"407","22-B94","SH",407,"solo",NA,"O1",",","TR",2024-06-10,"11:33:07",FALSE,2024-06-10 11:33:07,0.787661912787237,NA,490.767814809315,490.767814809315,0.787661912787237,490.767814809315,490.767814809315,"TR"
"408","22-B94","SH",408,"solo",NA,"O1",",","TR",2024-06-16,"10:22:13",FALSE,2024-06-16 10:22:13,0.642890320855441,NA,673.630013512374,673.630013512374,0.642890320855441,673.630013512374,673.630013512374,"TR"
"414","22-B95","LH",414,"solo",NA,"O2",",","TR",2024-06-10,"17:29:05",FALSE,2024-06-10 17:29:05,0.941675922012685,NA,114.538968430769,70.103371289552,0.941675922012685,114.538968430769,70.103371289552,"TR"
"415","22-B95","LH",415,"solo",NA,"O2",",","TR",2024-06-11,"13:32:17",FALSE,2024-06-11 13:32:17,0.916036071101314,NA,404.029357615963,363.176004431799,0.916036071101314,404.029357615963,363.176004431799,"TR"
"422","22-B95","SH",422,"solo",NA,"O2",",","CM",2024-08-17,"10:19:05",TRUE,2024-08-17 10:19:05,0.782057969399517,NA,333.010138609259,151.302526680921,0.782057969399517,333.010138609259,151.302526680921,"CM_A"
"423","22-B95","SH",423,"solo",NA,"O2",",","TR",2024-06-16,"10:40:06",TRUE,2024-06-16 10:40:06,0.766952319411966,NA,204.023654983515,204.023654983515,0.766952319411966,204.023654983515,204.023654983515,"TR"
"424","22-B95","SH",424,"solo",NA,"O2",",","TR",2024-06-19,"08:18:16",TRUE,2024-06-19 08:18:16,0.828002124499452,NA,511.094969653148,388.629885942534,0.828002124499452,511.094969653148,388.629885942534,"TR"
"425","22-B95","SH",425,"solo",NA,"O2",",","TR",2024-06-19,"13:47:28",TRUE,2024-06-19 13:47:28,0.756688103543857,NA,253.202718304298,154.532707037099,0.756688103543857,253.202718304298,154.532707037099,"TR"
"426","22-B95","SH",426,"solo",NA,"O2",",","TR",2024-07-05,"10:52:04",TRUE,2024-07-05 10:52:04,0.756627027026412,NA,301.73432306912,138.886803919886,0.756627027026412,301.73432306912,138.886803919886,"ATR"
